rlwrap ../../../../../tools/serial-io/serialdump -b115200 /dev/ttyUSB0
6652 602 127 178 
6652 602 127 163 
6653 602 128 163 
6652 602 128 164 
6652 602 129 166 
6652 602 131 181 
6652 602 128 164 
6651 602 129 166 
6652 602 129 165 
6650 604 130 167 
6650 604 129 166 
6650 604 129 166 
6651 604 128 167 
6651 604 129 168 
6650 606 130 167 
6651 606 131 168 
6651 606 131 168 
6651 606 131 169 
6651 606 131 169 
6652 606 131 170 
6651 606 131 169 
6651 606 131 170 
6652 606 133 171 
6651 606 133 171 
6651 606 137 177 
6652 606 138 179 
6651 606 138 179 
6651 606 138 180 
6651 606 139 181 
6650 606 139 182 
6651 606 139 181 
6650 606 139 181 
6650 606 140 181 
6650 606 140 182 
6651 606 138 182 
6651 606 137 180 
6651 606 135 174 
6652 606 135 175 
6651 606 149 195 
6651 606 150 194 
6652 606 150 193 
6651 606 151 195 
6651 606 149 196 
6652 606 149 194 
6652 607 149 193 
6652 606 148 193 
6652 606 148 191 
6651 606 148 192 
6652 606 149 191 
6651 604 148 191 
6652 605 147 190 
6651 604 147 189 
6652 605 146 188 
6652 604 146 188 
6652 604 145 187 
6652 604 145 186 
6652 604 143 185 
6650 604 143 184 
6650 604 142 183 
6650 604 142 182 
6650 604 138 178 
6650 604 137 177 
6650 604 136 175 
6650 604 132 172 
6650 604 133 171 
6649 604 133 171 
6649 604 135 171 
6650 604 135 170 
6649 604 135 170 
6649 604 132 167 
6650 604 129 165 
6649 604 131 167 
6650 604 131 168 
6650 604 131 167 
6650 604 131 168 
6650 604 128 167 
6650 602 129 167 
6651 604 132 167 
6651 604 132 166 
6652 602 132 169 
6651 604 133 169 
6651 602 133 170 
6650 602 133 172 
6652 602 134 171 
6653 602 133 171 
6652 602 134 171 
6650 602 134 171 
6652 602 132 173 
6651 602 135 173 
6652 602 135 174 
6652 602 136 173 
6651 602 136 175 
6651 604 135 175 
6652 604 137 176 
6650 604 137 177 
6651 604 138 178 
6652 606 137 178 
6652 605 138 178 
6652 605 138 177 
6651 606 139 180 
6651 606 141 182 
6650 606 142 183 
6650 606 141 185 
6650 606 142 184 
6650 606 142 186 
6649 606 142 185 
6650 606 143 187 
6649 606 143 187 
6649 607 143 188 
6650 608 145 189 
6650 606 145 191 
6651 606 145 189 
6650 608 144 192 
6649 608 145 193 
6649 608 147 193 
6650 608 147 195 
6650 608 148 195 
6652 608 150 196 
6650 608 150 197 
6651 608 150 199 
6652 608 196 233 
6651 608 199 239 
6651 608 199 239 
6652 608 201 244 
6653 609 206 249 
6651 608 204 249 
6652 608 192 250 
6652 608 210 258 
6652 609 195 259 
6652 608 202 268 
6652 608 203 267 
6652 608 206 271 
6653 608 212 279 
6653 608 213 283 
6655 608 214 288 
6654 608 218 293 
6655 608 219 291 
6656 608 229 305 
6655 608 230 306 
6656 608 233 309 
6657 608 243 326 
6657 608 242 323 
6658 608 251 337 
6659 608 253 341 
6658 608 248 338 
6659 608 156 212 
6658 608 158 212 
6658 608 156 210 
6658 608 156 209 
6658 608 157 212 
6658 608 156 210 
6657 608 158 214 
6658 608 158 213 
6656 608 158 213 
6656 608 158 212 
6657 608 159 212 
6657 608 158 213 
6656 608 158 213 
6656 608 158 213 
6656 608 155 211 
6656 607 156 210 
6656 607 155 208 
6655 607 155 209 
6654 607 155 211 
6654 607 156 210 
6654 607 156 210 
6654 606 156 212 
6653 607 157 212 
6652 606 156 211 
6652 608 156 211 
6652 608 157 211 
6653 608 156 212 
6652 608 157 211 
6652 608 157 213 
6652 608 157 211 
6653 608 158 213 
6652 608 158 213 
6652 610 158 213 
6651 608 158 212 
6652 609 159 212 
6652 610 156 213 
6653 609 158 214 
6653 610 158 214 
6651 614 182 276 
6650 625 149 200 
6649 640 156 210 
6648 660 156 209 
6647 662 161 214 
6646 656 165 224 
6647 649 159 213 
6647 642 153 205 
6647 642 157 213 
6645 648 149 199 
6645 650 153 209 
6644 650 153 207 
6645 662 151 207 
6644 662 152 205 
6644 656 151 201 
6645 649 149 201 
6644 641 148 201 
6643 636 148 199 
6644 632 151 199 
6644 628 144 198 
6643 626 147 198 
6644 624 148 198 
6644 622 147 198 
6642 621 147 198 
6642 620 146 197 
6642 620 146 196 
6642 618 146 195 
6640 618 144 193 
6640 618 143 192 
6639 617 143 191 
6638 617 143 191 
6639 616 143 190 
6639 616 142 189 
6638 616 141 188 
6639 616 138 187 
6638 616 142 189 
6637 616 141 185 
6639 616 139 184 
6638 616 139 183 
6638 616 138 183 
6638 616 138 181 
6638 616 137 180 
6637 616 136 179 
6637 616 136 178 
6638 616 135 178 
6638 616 135 177 
6637 616 135 176 
6636 616 134 175 
6637 616 133 174 
6637 616 132 171 
6637 614 132 170 
6637 614 171 221 
6638 614 170 220 
6638 614 168 217 
6638 614 165 214 
6638 614 168 214 
6638 614 167 214 
6638 614 165 211 
6640 614 165 211 
6639 614 164 210 
6641 614 162 209 
6641 614 164 209 
6642 614 163 208 
6643 614 164 209 
6642 614 164 208 
6644 614 163 206 
6643 612 164 209 
6643 612 164 209 
6644 613 164 209 
6644 614 164 210 
6643 613 164 210 
6644 614 160 210 
6646 614 162 214 
6646 612 161 211 
6646 613 160 211 
6646 612 160 211 
6647 612 159 211 
6646 612 158 210 
6647 612 158 210 
6648 612 148 190 
6648 612 138 177 
6649 612 139 180 
6649 612 139 182 
6648 612 140 182 
6650 612 140 183 
6650 612 140 183 
6650 612 141 186 
6649 612 143 186 
6651 611 142 185 
6650 612 142 186 
6651 612 140 186 
6651 610 143 188 
6651 610 143 189 
6651 610 144 189 
6651 610 145 190 
6652 610 144 191 
6654 610 145 194 
6652 610 147 194 
6653 610 143 190 
6651 614 157 206 
6650 626 145 194 
6650 632 155 206 
6651 630 156 208 
6650 626 156 207 
6650 624 156 207 
6651 622 157 209 
6650 620 156 211 
6652 618 158 211 
6651 615 158 211 
6652 614 158 213 
6651 612 159 215 
6652 612 159 214 
6652 612 159 215 
6652 614 159 216 
6653 613 159 216 
6653 612 158 216 
6654 612 160 215 
6654 612 160 218 
6655 612 161 218 
6655 610 162 222 
6655 610 163 220 
6655 610 163 220 
6656 610 163 220 
6656 610 164 221 
6655 608 164 221 
6655 608 163 221 
6656 608 165 222 
6656 608 164 223 
6656 608 154 208 
6657 608 164 222 
6658 608 162 220 
6658 608 164 223 
6658 608 166 226 
6658 608 166 226 
6659 608 167 227 
6660 608 166 228 
6662 608 167 226 
6662 608 167 230 
6663 609 167 227 
6663 608 168 228 
6662 608 168 229 
6662 606 167 229 
6663 606 166 225 
6661 606 165 225 
6661 606 166 225 
6661 605 167 228 
6662 604 168 229 
6662 604 168 229 
6662 604 167 229 
6662 604 164 225 
6662 604 163 224 
6663 603 165 225 
6664 603 165 226 
6664 602 163 224 
6664 602 163 224 
6663 602 164 224 
6665 602 164 223 
6664 602 164 223 
6665 602 164 223 
6665 602 162 224 
6666 602 163 223 
6665 602 164 223 
6665 602 164 223 
6664 602 164 223 
6665 602 165 223 
6664 602 164 223 
6664 602 164 223 
6666 602 163 224 
6666 602 164 224 
6665 602 164 224 
6666 601 166 226 
6666 602 167 226 
6666 602 165 225 
6667 601 164 225 
6666 601 163 224 
6667 601 164 224 
6667 601 164 223 
6668 602 164 224 
6668 601 166 227 
6668 600 166 226 
6667 602 167 225 
6668 600 165 225 
6668 600 163 225 
6668 600 165 226 
6669 601 165 226 
6668 600 166 226 
6670 600 166 226 
6670 600 166 226 
6668 600 166 226 
6670 600 164 226 
6670 600 166 226 
6671 602 164 225 
6671 602 164 226 
6671 602 164 226 
6670 602 165 226 
6670 603 164 224 
6670 604 164 226 
6670 604 164 224 
6671 604 165 225 
6672 604 164 223 
6672 604 165 225 
6672 604 165 225 
6671 605 165 225 
6670 604 164 225 
6672 606 165 225 
6672 604 165 225 
6673 606 165 225 
6672 606 163 226 
6674 606 166 227 
6672 606 165 225 
6673 606 165 226 
6673 606 164 226 
6673 606 165 225 
6674 606 165 225 
6674 606 164 225 
6674 605 167 227 
6675 606 166 227 
6674 606 165 226 
6674 606 166 226 
6673 606 166 226 
6674 606 165 226 
6672 606 165 225 
6673 606 163 224 
6673 605 164 224 
6672 606 166 228 
6672 606 166 227 
6672 606 166 228 
6672 606 166 227 
6672 606 166 228 
6673 606 165 226 
6673 606 166 227 
6673 606 167 228 
6674 606 166 228 
6673 606 167 229 
6674 606 166 227 
6675 606 167 227 
6675 606 166 227 
6674 606 165 227 
6676 606 166 228 
6675 606 165 228 
6676 606 166 228 
6676 606 166 228 
6674 606 166 228 
6675 606 166 227 
6674 606 167 228 
6672 606 167 227 
6672 606 166 227 
6672 606 166 227 
6672 606 166 227 
6672 606 166 227 
6672 606 166 225 
6672 606 166 227 
6672 606 166 227 
6673 606 166 227 
6675 607 165 226 
6674 606 167 226 
6674 606 165 226 
6674 606 162 223 
6674 606 166 226 
6674 607 165 226 
6673 606 167 225 
6673 606 165 225 
6672 606 165 225 
6670 606 164 224 
6672 607 165 225 
6671 606 160 218 
6671 608 161 219 
6671 607 163 222 
6670 607 165 221 
6671 608 163 221 
6669 608 163 220 
6670 608 162 218 
6671 608 163 221 
6670 608 167 223 
6671 608 152 202 
6671 608 159 216 
6670 608 158 213 
6670 609 162 218 
6671 610 161 217 
6672 610 159 214 
6672 610 160 214 
6672 610 158 215 
6672 610 155 214 
6673 610 156 213 
6673 611 156 211 
6674 610 154 210 
6675 610 155 212 
6675 610 156 211 
6674 610 156 211 
6676 610 156 211 
6676 612 155 211 
6676 612 156 210 
6676 612 155 212 
6677 611 156 211 
6676 611 155 210 
6677 610 154 215 
6677 610 157 220 
6676 610 162 217 
6677 610 162 219 
6676 610 153 206 
6677 610 155 212 
6678 610 154 210 
6677 610 155 210 
6680 610 153 206 
6679 610 153 207 
6680 610 153 208 
6679 610 155 210 
6680 610 153 205 
6679 610 153 208 
6679 610 154 208 
6680 610 154 209 
6679 610 154 208 
6680 610 155 209 
6681 610 155 209 
6680 610 154 208 
6681 610 154 207 
6680 610 155 207 
6681 610 154 207 
6682 610 154 207 
6682 610 153 207 
6682 610 153 206 
6683 610 153 206 
6683 610 153 206 
6684 610 153 207 
6683 610 152 205 
6683 610 151 203 
6684 610 151 203 
6685 610 151 203 
6686 610 151 202 
6685 610 149 199 
6686 610 149 199 
6686 610 149 196 
6686 610 148 195 
6686 610 145 195 
6686 610 146 195 
6686 610 146 193 
6686 610 144 192 
6685 609 145 193 
6686 609 145 193 
6684 610 145 191 
6685 608 143 192 
6687 608 144 190 
6687 608 144 190 
6686 608 143 191 
6688 608 143 188 
6686 608 144 191 
6687 608 142 189 
6685 608 138 183 
6687 609 142 185 
6686 610 139 183 
6687 610 139 183 
6687 609 139 183 
6687 610 140 183 
6688 610 139 183 
6686 610 139 183 
6686 610 139 184 
6686 609 140 184 
6686 608 141 187 
6687 608 140 185 
6686 609 141 187 
6686 608 145 191 
6686 608 143 191 
6686 609 143 189 
6686 610 145 192 
6687 610 145 192 
6687 610 146 193 
6687 610 146 194 
6687 610 146 195 
6687 610 146 195 
6687 610 146 194 
6688 610 147 195 
6687 610 147 197 
6689 610 145 195 
6688 610 143 191 
6688 610 147 196 
6688 610 147 197 
6689 610 147 198 
6690 610 147 198 
6689 610 147 197 
6688 610 145 196 
6690 610 143 191 
6690 610 141 194 
6690 609 144 192 
6691 609 145 196 
6690 609 147 197 
6690 608 147 196 
6690 608 146 196 
6691 608 148 197 
6690 608 148 198 
6690 609 147 196 
6691 609 144 195 
6692 610 146 195 
6691 609 146 196 
6691 610 145 195 
6691 610 145 195 
6690 610 149 198 
6690 610 147 197 
6690 610 148 198 
6688 610 149 197 
6689 610 148 196 
6688 610 148 198 
6689 610 147 198 
6690 610 147 198 
6689 612 148 198 
6688 612 148 197 
6689 612 147 197 
6689 612 141 186 
6690 612 150 202 
6690 612 146 194 
6690 612 151 203 
6691 612 155 209 
6690 610 153 207 
6690 612 148 201 
6690 612 152 203 
6690 612 152 203 
6690 612 150 203 
6691 612 150 203 
6690 612 151 204 
6691 612 151 204 
6690 612 151 204 
6691 612 151 204 
6691 612 152 205 
6689 612 151 204 
6690 612 153 205 
6692 612 152 203 
6691 612 151 202 
6692 612 152 204 
6693 612 153 208 
6694 612 153 206 
6693 612 153 206 
6695 612 152 205 
6693 612 151 205 
6692 612 153 206 
6693 612 153 206 
6692 612 153 207 
6692 612 153 207 
6693 612 153 206 
6693 612 151 207 
6693 612 154 208 
6693 612 154 209 
6694 612 153 208 
6693 612 152 205 
6692 612 152 206 
6692 612 153 207 
6691 612 154 206 
6692 612 152 206 
6692 612 153 204 
6691 614 154 207 
6692 614 154 206 
6692 614 154 206 
6692 615 153 206 
6692 615 154 207 
6692 615 154 206 
6692 616 154 207 
6692 616 153 206 
6693 616 153 206 
6693 616 153 206 
6694 616 154 206 
6693 617 153 206 
6694 616 153 205 
6694 616 154 205 
6693 616 154 206 
6694 616 152 204 
6693 616 153 206 
6694 616 154 206 
6693 616 152 204 
6693 616 153 205 
6694 616 148 199 
6694 616 149 199 
6696 616 148 199 
6695 616 148 200 
6695 616 148 199 
6695 616 145 197 
6694 616 147 197 
6693 616 147 198 
6693 615 147 199 
6692 616 150 199 
6694 616 153 205 
6693 616 154 206 
6693 616 154 209 
6691 616 153 208 
6691 616 151 203 
6691 617 151 203 
6692 618 151 203 
6692 618 151 203 
6691 618 150 203 
6691 618 152 205 
6690 618 150 204 
6691 618 151 203 
6692 618 151 204 
6692 618 151 204 
6692 618 152 204 
6693 618 151 204 
6692 618 152 206 
6694 618 151 204 
6692 618 151 204 
6693 618 150 204 
6693 618 150 204 
6693 619 152 204 
6692 620 152 203 
6692 620 152 203 
6690 620 151 204 
6692 620 151 203 
6691 622 152 203 
6692 620 151 203 
6692 621 153 205 
6692 621 151 202 
6692 622 151 203 
6692 622 150 202 
6694 622 150 202 
6693 622 150 203 
6693 622 150 204 
6692 622 151 203 
6692 621 150 201 
6692 622 152 201 
6691 622 152 203 
6692 622 152 203 
6691 622 152 203 
6691 622 152 204 
6690 622 150 204 
6692 622 153 207 
6691 622 151 204 
6690 622 152 204 
6692 621 151 204 
6693 621 151 204 
6692 622 150 204 
6692 620 151 203 
6690 620 151 204 
6693 620 152 202 
6694 620 151 204 
6693 620 151 204 
6693 620 150 203 
6694 620 151 204 
6696 620 151 203 
6694 620 150 204 
6696 620 151 204 
6696 620 151 203 
6697 620 151 202 
6697 620 151 203 
6696 620 150 203 
6695 620 150 202 
6696 620 151 203 
6697 620 151 204 
6696 620 150 202 
6696 620 149 201 
6696 620 149 202 
6698 620 150 202 
6697 620 150 202 
6698 620 150 202 
6697 620 153 203 
6698 620 149 202 
6697 620 150 204 
6698 621 150 201 
6697 620 150 202 
6697 620 150 202 
6697 620 150 202 
6697 620 150 201 
6698 620 150 201 
6696 620 150 201 
6698 620 150 201 
6698 620 150 201 
6697 620 150 203 
6698 620 151 202 
6698 620 151 202 
6698 620 150 202 
6698 620 150 202 
6700 620 150 202 
6699 620 151 203 
6700 620 152 204 
6699 620 151 204 
6700 620 148 204 
6699 620 151 203 
6699 620 151 203 
6699 620 150 204 
6700 620 151 204 
6700 620 152 203 
6700 620 150 203 
6700 620 150 203 
6701 620 150 203 
6701 620 150 204 
6701 620 150 203 
6701 620 151 202 
6702 620 150 203 
6700 620 151 204 
6700 620 152 203 
6700 620 150 203 
6700 620 151 203 
6700 620 153 203 
6700 620 151 203 
6700 620 151 203 
6700 620 151 203 
6700 620 151 202 
6700 620 151 203 
6699 620 150 203 
6699 620 150 203 
6699 620 150 202 
6699 621 150 203 
6698 621 151 204 
6698 622 151 202 
6698 622 148 200 
6698 622 150 201 
6697 622 150 201 
6698 621 150 201 
6698 622 148 201 
6698 622 148 200 
6697 622 148 199 
6696 622 149 200 
6697 622 152 201 
6699 622 148 200 
6698 622 148 200 
6700 623 150 202 
6700 622 149 201 
6700 622 150 201 
6701 622 150 201 
6700 622 149 201 
6701 622 150 202 
6700 622 150 201 
6700 622 150 202 
6700 622 150 202 
6699 622 150 201 
6699 622 151 202 
6699 623 149 200 
6699 624 149 200 
6699 624 150 202 
6698 624 150 201 
6698 624 149 201 
6698 626 150 201 
6698 625 149 201 
6698 624 150 200 
6698 624 148 200 
6699 624 149 199 
6698 624 149 199 
6698 624 149 200 
6698 623 147 200 
6699 622 149 201 
6698 622 150 202 
6698 623 149 201 
6698 624 149 201 
6699 624 148 201 
6698 626 150 202 
6698 626 149 201 
6699 626 149 201 
6699 626 148 199 
6699 627 150 200 
6699 627 149 202 
6698 628 150 202 
6700 629 150 202 
6698 630 150 201 
6700 630 150 201 
6700 630 150 201 
6699 630 150 202 
6700 631 149 200 
6698 630 149 200 
6698 632 150 201 
6698 632 149 201 
6696 632 149 200 
6698 632 148 200 
6696 632 149 201 
6696 632 148 200 
6696 632 148 200 
6696 632 149 201 
6696 631 150 201 
6697 632 149 201 
6697 630 150 200 
6697 630 149 200 
6696 630 149 198 
6696 630 150 201 
6696 629 149 200 
6697 628 152 200 
6695 628 150 200 
6696 628 149 200 
6696 628 149 200 
6696 628 149 201 
6697 628 150 203 
6697 628 152 204 
6696 628 151 205 
6698 628 151 205 
6698 628 152 205 
6698 626 150 202 
6699 626 151 205 
6698 626 151 204 
6698 626 152 204 
6700 627 153 205 
6698 628 153 205 
6698 628 150 201 
6700 627 152 205 
6700 627 151 204 
6699 626 152 205 
6699 626 151 204 
6700 626 150 204 
6700 625 151 204 
6700 625 151 204 
6699 625 151 204 
6699 624 151 204 
6701 624 151 204 
6700 624 151 205 
6700 624 151 204 
6701 624 152 205 
6700 624 152 204 
6700 624 151 204 
6700 623 152 203 
6700 623 151 204 
6699 623 151 205 
6700 623 150 204 
6700 623 151 204 
6700 624 153 206 
6700 624 152 205 
6701 623 156 210 
6701 624 158 215 
6701 624 159 213 
6700 623 159 215 
6700 622 161 215 
6700 624 162 218 
6701 624 161 216 
6701 624 158 213 
6702 624 158 214 
6702 624 158 213 
6702 624 157 213 
6701 624 157 212 
6700 624 157 213 
6700 622 157 213 
6700 624 158 213 
6698 624 156 211 
6699 623 158 213 
6698 624 157 212 
6697 624 158 213 
6698 624 158 214 
6697 624 160 216 
6696 624 161 215 
6696 624 159 216 
6696 624 159 212 
6696 624 160 215 
6697 624 160 214 
6697 624 160 215 
6697 624 159 216 
6698 624 156 211 
6698 624 158 214 
6698 624 158 215 
6699 624 159 215 
6699 624 159 215 
6700 624 158 214 
6699 624 159 215 
6700 624 158 214 
6699 624 158 215 
6698 624 158 214 
6699 623 158 214 
6698 624 159 213 
6699 624 158 214 
6697 624 158 215 
6698 624 158 215 
6699 624 158 215 
6698 624 160 215 
6697 624 159 215 
6696 624 159 215 
6697 624 159 215 
6698 624 159 216 
6697 624 158 215 
6696 624 158 214 
6697 624 159 215 
6696 625 159 215 
6698 625 159 215 
6698 626 158 215 
6698 626 156 213 
6698 626 159 215 
6699 626 158 213 
6700 626 156 210 
6698 626 156 210 
6699 625 158 213 
6699 626 158 214 
6698 626 156 212 
6698 626 157 213 
6698 626 159 215 
6698 626 159 215 
6698 625 159 214 
6698 626 158 215 
6698 624 159 214 
6699 624 159 215 
6699 625 159 215 
6698 625 157 215 
6698 626 158 214 
6698 624 156 211 
6697 625 154 212 
6699 624 157 216 
6699 624 158 216 
6696 625 158 215 
6698 624 160 214 
6698 625 158 216 
6699 626 161 217 
6698 627 159 215 
6699 626 158 215 
6700 628 159 215 
6699 628 158 217 
6700 628 158 216 
6700 630 159 217 
6700 630 158 216 
6701 630 159 215 
6701 631 158 214 
6702 632 158 214 
6703 632 159 215 
6703 632 157 211 
6704 632 159 215 
6704 632 159 216 
6706 632 159 215 
6705 632 159 216 
6706 630 159 217 
6706 631 157 214 
6706 630 161 219 
6707 630 158 214 
6708 630 159 216 
6709 630 160 218 
6708 630 159 217 
6709 630 161 217 
6709 630 159 217 
6711 631 160 215 
6712 630 159 216 
6710 629 159 217 
6711 628 159 217 
6711 628 158 216 
6712 628 160 216 
6712 628 160 216 
6714 628 159 218 
6714 628 161 217 
6714 628 161 218 
6715 628 161 219 
6715 628 161 218 
6713 627 161 218 
6714 627 161 218 
6714 626 161 218 
6714 627 161 217 
6714 626 161 218 
6715 626 161 218 
6715 626 160 215 
6715 626 162 219 
6715 626 162 219 
6715 626 162 219 
6715 626 161 218 
6714 626 160 216 
6713 624 159 217 
6712 625 159 217 
6713 624 159 217 
6713 624 159 216 
6713 624 160 217 
6712 624 159 216 
6713 624 160 217 
6712 622 160 215 
6712 622 158 215 
6713 622 159 215 
6714 623 157 216 
6714 622 160 215 
6716 624 158 215 
6716 624 158 215 
6717 622 159 215 
6718 622 159 215 
6718 622 158 216 
6717 622 158 216 
6718 622 156 210 
6718 622 155 210 
6719 621 158 213 
6719 620 160 217 
6719 620 159 216 
6719 621 160 215 
6719 622 160 217 
6719 622 161 217 
6720 622 159 217 
6720 622 159 216 
6720 622 160 217 
6722 622 161 219 
6720 622 160 216 
6720 623 161 219 
6720 624 161 219 
6720 623 161 218 
6721 622 161 219 
6721 622 164 221 
6721 622 161 219 
6722 624 164 220 
6724 624 229 354 
6722 626 226 346 
6722 627 225 350 
6723 630 163 221 
6722 630 163 221 
6723 630 211 339 
6723 630 203 323 
6722 630 202 333 
6723 629 190 312 
6723 628 190 324 
6722 628 188 322 
6722 628 164 222 
6722 628 161 219 
6722 626 158 215 
6722 628 159 216 
6722 627 160 217 
6723 627 158 217 
6722 627 161 217 
6722 627 159 217 
6722 626 158 214 
6722 627 156 212 
6723 626 157 214 
6722 626 155 213 
6723 626 161 219 
6723 626 163 221 
6723 626 161 221 
6722 626 160 218 
6721 628 165 220 
6720 632 162 218 
6720 632 161 218 
6721 632 163 223 
6720 632 162 221 
6719 634 163 221 
6720 636 163 221 
6718 636 163 222 
6718 636 162 220 
6718 636 146 195 
6719 637 148 198 
6720 638 145 196 
6720 640 145 194 
6719 650 145 195 
6720 654 145 195 
6722 656 145 195 
6722 656 146 196 
6721 654 146 196 
6722 652 144 194 
6723 649 155 210 
6723 646 155 209 
6724 644 154 208 
6725 642 154 209 
6725 642 155 209 
6726 640 155 210 
6726 639 155 209 
6726 638 155 210 
6726 636 154 209 
6726 636 155 209 
6729 636 155 210 
6728 635 155 210 
6728 634 155 209 
6728 634 155 209 
6729 633 155 210 
6728 633 155 208 
6728 632 154 209 
6728 632 155 209 
6728 632 155 210 
6729 630 153 207 
6728 630 154 209 
6730 630 155 210 
6729 630 152 207 
6729 630 155 209 
6730 630 155 209 
6731 630 156 210 
6730 630 155 209 
6732 630 155 210 
6731 630 155 209 
6731 630 154 208 
6731 630 155 209 
6732 630 154 209 
6734 630 156 210 
6732 630 152 205 
6734 630 151 204 
6734 630 149 200 
6734 632 150 202 
6734 642 152 208 
6733 650 152 206 
6734 653 155 212 
6733 650 155 210 
6733 646 155 209 
6733 644 151 204 
6733 640 151 199 
6734 638 147 203 
6733 636 146 196 
6734 635 146 197 
6734 634 148 198 
6734 634 152 206 
6735 634 159 216 
6734 632 153 207 
6735 632 150 204 
6735 632 160 217 
6736 630 160 219 
6736 630 161 219 
6737 630 161 220 
6738 629 160 220 
6737 628 160 220 
6736 626 162 220 
6737 626 161 219 
6736 626 160 216 
6737 626 150 203 
6738 626 150 201 
6739 626 146 200 
6738 626 150 202 
6738 626 150 201 
6738 625 150 203 
6736 625 149 201 
6736 624 148 200 
6737 624 151 202 
6737 624 149 201 
6736 624 150 201 
6736 624 149 201 
6736 624 150 201 
6738 624 149 201 
6737 624 149 201 
6736 624 149 201 
6737 624 150 204 
6736 624 149 202 
6736 624 150 201 
6736 624 149 200 
6735 624 153 208 
6734 624 154 206 
6735 624 154 208 
6734 624 152 208 
6733 624 153 207 
6734 624 153 208 
6734 624 153 208 
6735 624 154 207 
6734 624 153 207 
6736 624 154 207 
6736 624 153 207 
6736 624 153 209 
6737 625 153 208 
6737 624 153 208 
6738 625 154 207 
6738 626 155 207 
6739 626 152 207 
6738 625 154 206 
6738 625 154 209 
6738 626 154 209 
6738 635 157 212 
6738 644 156 210 
6737 646 151 203 
6736 654 155 211 
6736 658 156 209 
6736 657 155 210 
6737 654 154 211 
6737 652 156 210 
6737 652 156 210 
6737 650 156 209 
6737 648 155 210 
6737 646 155 209 
6738 645 155 209 
6738 644 153 207 
6738 642 155 209 
6736 640 155 208 
6736 638 155 209 
6736 636 148 198 
6735 634 143 192 
6736 633 142 194 
6735 632 146 195 
6736 632 146 196 
6736 632 146 196 
6738 631 146 196 
6738 630 146 194 
6738 630 146 198 
6738 630 149 200 
6737 630 149 199 
6738 630 148 197 
6737 630 147 199 
6740 630 148 198 
6739 630 148 199 
6739 628 148 198 
6738 628 148 197 
6738 628 149 199 
6739 628 147 197 
6739 628 148 198 
6740 628 148 198 
6739 628 147 197 
6739 628 148 199 
6738 628 148 198 
6739 628 149 201 
6739 628 146 199 
6739 628 149 199 
6739 627 149 201 
6739 627 150 201 
6738 628 150 201 
6738 627 149 201 
6739 628 150 201 
6739 628 149 201 
6739 627 149 199 
6740 626 150 199 
6740 626 149 201 
6741 626 149 201 
6740 625 149 200 
6739 624 148 200 
6738 625 148 199 
6737 624 149 200 
6738 624 149 200 
6740 626 149 200 
6739 626 148 200 
6739 626 149 201 
6739 626 148 199 
6740 626 148 200 
6739 626 148 199 
6739 627 149 200 
6738 628 148 200 
6738 626 149 199 
6738 628 148 199 
6738 628 149 201 
6738 627 158 217 
6738 628 156 211 
6738 628 157 214 
6738 628 157 214 
6738 628 156 212 
6737 628 156 212 
6739 628 156 212 
6739 628 160 217 
6736 628 160 217 
6737 627 160 216 
6736 628 160 217 
6737 627 157 214 
6738 626 156 214 
6737 626 158 214 
6736 626 159 213 
6736 626 159 214 
6734 626 159 215 
6735 625 159 215 
6734 624 159 215 
6733 624 157 215 
6734 624 159 215 
6733 624 159 213 
6734 624 159 215 
6734 624 158 214 
6735 624 159 215 
6735 624 158 215 
6736 624 159 216 
6736 624 159 214 
6736 625 158 216 
6736 624 158 215 
6736 624 159 215 
6736 624 158 214 
6736 624 158 214 
6738 624 159 215 
6736 624 158 213 
6736 622 158 214 
6737 620 159 215 
6737 620 158 215 
6737 620 159 214 
6736 620 159 214 
6736 620 159 214 
6736 620 158 215 
6736 620 159 214 
6737 620 159 216 
6737 622 158 214 
6735 622 159 217 
6736 622 158 215 
6736 623 159 216 
6734 624 159 215 
6735 624 158 215 
6735 622 160 215 
6735 622 159 214 
6735 622 159 215 
6734 622 159 215 
6734 622 159 215 
6734 622 159 215 
6734 620 158 215 
6735 620 158 215 
6734 620 159 215 
6735 620 158 216 
6734 620 159 215 
6734 620 159 215 
6734 620 159 216 
6735 620 160 214 
6735 620 159 215 
6734 620 159 216 
6735 620 159 215 
6734 620 160 214 
6734 620 159 215 
6735 620 159 215 
6735 620 159 214 
6734 618 159 215 
6734 618 159 214 
6734 618 159 215 
6734 618 157 215 
6734 618 159 214 
6735 618 157 213 
6735 620 155 211 
6735 619 158 213 
6736 619 157 213 
6735 620 156 212 
6734 620 158 214 
6735 620 158 216 
6736 621 159 216 
6736 620 160 217 
6736 621 158 216 
6737 621 156 212 
6736 621 157 213 
6736 622 157 213 
6737 622 158 214 
6737 622 156 212 
6737 621 156 210 
6736 621 155 209 
6736 620 151 204 
6735 620 151 203 
6734 619 153 207 
6734 618 153 206 
6735 618 153 207 
6736 618 151 205 
6737 618 152 204 
6736 618 136 182 
6736 620 149 197 
6735 620 156 208 
6734 620 159 210 
6734 619 156 211 
6735 618 157 212 
6736 618 157 209 
6734 618 154 209 
6736 616 154 208 
6734 614 153 205 
6734 612 144 193 
6734 612 144 192 
6735 610 145 193 
6732 610 144 192 
6732 610 142 191 
6732 610 143 190 
6733 612 143 190 
6733 612 144 189 
6733 613 143 191 
6732 612 144 191 
6732 612 145 191 
