rlwrap ../../../../../tools/serial-io/serialdump -b115200 /dev/ttyUSB0
6671 530 113 123 
6671 530 114 123 
6672 530 114 123 
6672 530 113 123 
6671 530 113 122 
6672 530 114 123 
6674 530 114 122 
6672 530 113 123 
6673 530 113 123 
6672 529 113 122 
6671 528 113 123 
6672 528 114 123 
6672 528 114 123 
6671 528 114 122 
6670 528 113 123 
6672 528 114 122 
6672 528 113 123 
6673 527 112 121 
6672 528 114 123 
6672 528 113 123 
6673 528 115 122 
6673 526 114 122 
6673 526 113 123 
6672 524 113 123 
6672 524 112 123 
6672 524 114 120 
6673 524 115 123 
6672 524 114 123 
6673 524 114 123 
6672 524 111 122 
6672 523 114 123 
6670 522 116 124 
6671 522 114 123 
6672 523 115 123 
6672 522 115 124 
6673 522 114 123 
6672 522 114 123 
6673 522 114 123 
6674 522 115 123 
6674 522 115 124 
6674 520 114 123 
6674 520 114 122 
6674 518 114 123 
6673 518 114 123 
6674 518 114 124 
6672 518 114 123 
6674 518 114 123 
6674 518 113 123 
6673 518 114 124 
6672 517 115 123 
6672 518 114 124 
6672 518 113 123 
6671 518 114 124 
6673 518 114 122 
6672 518 113 123 
6672 520 114 123 
6672 520 114 124 
6672 520 116 123 
6672 522 115 123 
6672 523 115 124 
6673 524 114 124 
6674 524 114 124 
6673 526 114 125 
6674 530 114 124 
6675 532 114 122 
6674 534 114 123 
6673 534 115 123 
6675 534 115 123 
6674 532 115 126 
6675 532 114 123 
6674 530 115 124 
6674 530 114 124 
6674 530 115 124 
6674 530 115 123 
6674 530 115 124 
6674 530 113 124 
6673 530 115 123 
6673 528 114 123 
6674 528 114 123 
6672 526 114 124 
6673 526 114 123 
6673 524 115 124 
6673 525 116 123 
6674 524 115 124 
6673 524 114 120 
6674 522 113 124 
6673 524 115 123 
6672 524 115 123 
6672 524 114 124 
6673 524 115 124 
6673 524 115 122 
6673 524 114 124 
6672 524 114 124 
6672 524 115 124 
6673 524 115 124 
6674 524 115 123 
6672 524 111 121 
6672 524 111 120 
6673 525 111 120 
6673 525 111 120 
6674 525 112 120 
6674 525 114 122 
6673 526 113 121 
6672 526 111 122 
6672 526 114 123 
6671 526 114 123 
6670 526 114 122 
6670 526 114 121 
6669 526 113 121 
6670 526 112 120 
6670 527 112 120 
6670 528 112 121 
6670 528 111 120 
6669 528 111 120 
6670 528 111 120 
6669 528 112 121 
6669 528 111 120 
6670 528 112 122 
6668 526 113 121 
6669 526 113 122 
6669 526 113 122 
6668 526 111 125 
6668 526 113 122 
6669 526 113 123 
6669 525 113 121 
6668 524 112 121 
6668 524 110 122 
6668 524 113 122 
6666 524 114 124 
6667 523 114 123 
6667 524 114 124 
6667 524 114 124 
6666 524 112 123 
6666 524 113 122 
6667 524 111 123 
6667 524 113 122 
6667 524 114 123 
6668 524 112 121 
6669 524 113 121 
6667 524 113 123 
6667 524 114 123 
6669 524 114 123 
6668 524 112 122 
6668 524 113 123 
6668 524 113 123 
6667 522 114 124 
6668 524 113 123 
6668 524 113 123 
6668 526 113 123 
6669 526 114 123 
6670 526 114 124 
6672 526 116 125 
6670 526 116 125 
6670 526 112 125 
6669 526 112 121 
6669 526 111 119 
6670 526 112 118 
6668 526 110 119 
6669 526 111 119 
6668 526 110 118 
6668 526 109 119 
6668 526 111 119 
6668 526 111 120 
6667 530 110 119 
6666 535 112 119 
6667 536 110 119 
6667 534 111 119 
6667 532 111 120 
6666 530 111 120 
6667 530 111 119 
6668 528 111 120 
6668 528 109 120 
6668 529 112 120 
6667 528 110 120 
6667 527 111 118 
6667 527 110 119 
6668 527 110 120 
6667 527 111 119 
6666 528 110 120 
6665 527 111 120 
6666 526 110 120 
6666 528 111 120 
6664 527 110 120 
6662 527 111 120 
6663 527 111 120 
6663 528 111 120 
6664 528 111 119 
6666 528 112 120 
6665 528 111 118 
6666 528 111 121 
6665 528 110 120 
6663 528 111 120 
6663 528 115 124 
6664 527 116 126 
6664 526 117 127 
6665 526 117 128 
6664 526 116 125 
6664 526 114 125 
6666 526 115 126 
6666 526 115 126 
6667 526 116 126 
6666 526 116 126 
6666 526 116 126 
6666 526 115 126 
6666 526 115 124 
6666 526 113 123 
6666 526 114 124 
6668 526 113 124 
6666 526 114 125 
6667 526 115 125 
6668 526 114 125 
6668 526 115 125 
6667 526 114 125 
6666 524 114 124 
6667 524 114 124 
6666 523 114 125 
6666 522 115 125 
6666 522 115 125 
6665 522 116 125 
6664 522 115 125 
6664 522 114 125 
6666 520 114 125 
6666 520 114 126 
6665 518 114 125 
6666 518 115 126 
6665 518 115 124 
6666 518 115 126 
6665 518 115 125 
6666 518 115 126 
6667 516 115 125 
6668 516 115 125 
6666 517 115 126 
6667 516 115 126 
6666 515 116 125 
6666 516 116 126 
6666 516 116 125 
6666 518 115 126 
6667 518 119 124 
6667 518 116 125 
6668 519 116 125 
6667 518 116 126 
6667 519 115 127 
6668 519 115 125 
6667 520 116 124 
6668 520 116 127 
6668 520 116 126 
6666 521 116 127 
6666 521 115 127 
6667 522 116 127 
6669 522 116 127 
6668 522 116 127 
6668 522 117 127 
6669 522 98 128 
6667 522 116 127 
6668 522 116 127 
6668 522 116 126 
6666 522 99 128 
6668 520 116 127 
6667 522 116 127 
6668 522 116 127 
6666 522 117 127 
6667 522 116 127 
6667 522 118 128 
6666 522 99 128 
6667 522 114 127 
6667 520 114 127 
6667 520 114 124 
6668 520 115 125 
6667 520 115 127 
6666 520 115 127 
6666 518 99 124 
6666 518 99 125 
6667 517 99 128 
6668 517 99 128 
6668 516 115 130 
6668 516 117 129 
6668 514 99 128 
6667 516 99 128 
6668 515 114 127 
6668 514 99 126 
6668 516 116 126 
6668 516 115 127 
6670 516 115 125 
6669 516 115 125 
6668 516 99 125 
6667 518 116 127 
6666 518 100 126 
6667 518 116 126 
6666 518 99 129 
6666 518 101 129 
6666 518 101 129 
6667 518 115 128 
6668 518 116 128 
6667 518 116 126 
6668 518 101 129 
6668 518 116 127 
6668 518 115 129 
6668 518 116 130 
6667 518 116 127 
6668 520 108 119 
6668 522 111 117 
6668 524 114 124 
6668 524 116 126 
6669 526 116 126 
6669 528 115 125 
6669 530 107 119 
6668 532 112 120 
6667 536 110 120 
6668 540 112 120 
6668 541 109 120 
6669 542 111 120 
6669 542 111 120 
6669 542 112 119 
6668 540 112 120 
6669 542 112 119 
6669 540 111 121 
6668 540 112 120 
6668 538 111 120 
6669 540 111 121 
6670 542 111 120 
6670 542 112 121 
6671 541 111 120 
6672 542 111 121 
6674 546 112 120 
6674 546 112 122 
6675 544 113 121 
6674 542 113 123 
6674 540 112 122 
6674 541 112 124 
6673 544 113 123 
6673 544 115 125 
6674 544 115 125 
6672 540 115 126 
6672 536 114 124 
6673 534 114 126 
6673 532 114 125 
6672 530 114 126 
6672 528 115 125 
6672 528 116 125 
6671 526 114 125 
6671 526 112 124 
6671 526 112 124 
6671 526 115 127 
6670 526 115 125 
6671 527 115 125 
6671 526 115 124 
6671 526 114 124 
6672 524 113 124 
6672 524 113 124 
6672 524 113 124 
6672 522 115 125 
6672 522 113 124 
6671 522 114 124 
6670 522 98 128 
6671 522 101 127 
6672 522 115 128 
6670 524 116 127 
6670 524 98 128 
6671 524 115 127 
6671 524 98 124 
6670 522 116 127 
6672 522 98 128 
6672 521 115 124 
6672 520 116 127 
6672 520 116 127 
6672 520 114 127 
6672 518 115 128 
6672 518 99 129 
6672 518 100 129 
6672 518 115 127 
6672 518 98 128 
6671 518 117 128 
6672 518 115 128 
6673 518 99 128 
6672 518 100 121 
6671 518 116 127 
6670 518 98 128 
6670 518 100 125 
6670 520 115 125 
6671 519 111 127 
6669 520 117 128 
6669 520 115 126 
6670 520 115 128 
6670 521 115 126 
6670 522 115 128 
6670 522 100 125 
6670 522 101 126 
6670 522 99 124 
6671 522 99 126 
6671 522 115 128 
6672 520 115 126 
6672 521 102 126 
6672 520 102 129 
6673 520 116 127 
6674 520 98 128 
6672 520 99 124 
6672 520 100 126 
6672 520 99 129 
6671 519 99 128 
6671 518 104 133 
6670 519 104 132 
6671 518 105 135 
6671 520 106 134 
6672 519 105 135 
6670 518 106 135 
6669 518 106 134 
6669 518 106 135 
6669 518 105 136 
6667 517 106 137 
6667 517 106 135 
6668 518 105 135 
6667 516 105 134 
6668 516 103 135 
6668 516 105 134 
6668 517 104 135 
6668 516 105 134 
6670 516 105 135 
6669 516 105 134 
6670 516 105 134 
6669 516 105 135 
6670 516 105 135 
6669 516 105 135 
6670 516 105 135 
6671 516 104 134 
6671 517 106 133 
6671 518 102 133 
6672 518 102 131 
6672 518 101 131 
6671 516 101 129 
6669 516 102 132 
6669 516 115 126 
6670 516 99 128 
6669 516 101 131 
6668 516 101 132 
6668 516 101 130 
6668 516 100 130 
6669 516 100 127 
6668 516 101 130 
6668 516 101 130 
6668 516 100 129 
6669 516 100 130 
6668 516 103 131 
6668 516 101 131 
6668 516 100 129 
6668 516 101 130 
6668 516 101 130 
6668 516 100 131 
6668 516 101 130 
6668 516 102 130 
6668 516 100 129 
6667 516 101 130 
6668 516 100 132 
6667 517 100 131 
6668 518 101 131 
6667 519 101 131 
6668 520 101 130 
6668 520 101 131 
6668 520 100 129 
6668 520 101 129 
6667 519 101 131 
6667 518 99 132 
6668 518 102 131 
6669 518 101 129 
6669 518 101 131 
6668 518 101 130 
6669 519 100 129 
6670 520 100 131 
6670 520 101 130 
6671 521 101 131 
6670 522 102 131 
6670 521 99 131 
6670 520 101 131 
6670 520 101 130 
6670 520 100 131 
6670 520 101 131 
6670 520 100 131 
6671 520 100 131 
6670 520 100 130 
6670 518 101 131 
6671 519 102 131 
6669 520 101 131 
6670 520 101 130 
6670 520 101 131 
6669 520 101 131 
6669 520 101 131 
6670 522 98 128 
6672 522 101 130 
6671 522 100 130 
6670 522 100 131 
6671 522 100 131 
6670 522 101 131 
6670 522 104 130 
6671 522 101 131 
6670 522 101 131 
6671 522 102 131 
6670 521 101 132 
6670 520 101 131 
6670 522 101 131 
6671 522 101 131 
6670 521 101 131 
6670 521 102 130 
6670 520 101 132 
6671 520 101 131 
6670 520 103 133 
6670 520 102 131 
6671 520 101 132 
6671 520 101 132 
6672 520 100 132 
6672 520 101 132 
6672 520 101 131 
6672 522 101 131 
6673 522 104 132 
6672 522 101 131 
6672 522 101 131 
6672 520 101 133 
6672 520 101 131 
6673 520 102 132 
6672 520 102 132 
6673 520 102 132 
6672 520 101 132 
6672 520 102 132 
6672 518 102 132 
6672 519 103 131 
6673 518 101 132 
6672 518 101 132 
6672 518 102 132 
6672 520 101 132 
6673 519 102 132 
6673 520 101 131 
6672 520 102 132 
6672 520 101 131 
6672 520 101 132 
6672 518 101 131 
6672 518 101 132 
6670 518 100 132 
6672 518 102 132 
6672 520 102 132 
6672 520 101 132 
6672 518 105 132 
6671 518 101 132 
6673 518 102 132 
6672 518 102 130 
6672 518 104 132 
6672 518 101 133 
6672 518 103 132 
6672 518 102 131 
6670 518 102 133 
6672 518 101 132 
6672 518 102 134 
6671 518 101 132 
6671 518 102 132 
6671 518 103 133 
6672 518 102 132 
6672 519 102 133 
6672 519 103 133 
6671 520 103 133 
6670 520 99 132 
6672 518 102 133 
6670 518 102 133 
6671 518 103 133 
6670 518 103 132 
6672 516 99 132 
6671 516 103 133 
6671 516 103 133 
6672 518 102 135 
6672 518 103 133 
6672 518 102 133 
6672 518 103 132 
6672 518 102 133 
6672 517 103 133 
6671 517 103 130 
6672 518 102 133 
6670 516 102 133 
6671 518 103 132 
6671 518 103 133 
6670 518 103 133 
6671 518 102 132 
6670 518 102 133 
6670 518 103 133 
6670 516 103 132 
6671 516 102 134 
6670 516 103 133 
6671 517 103 134 
6671 516 103 133 
6671 516 102 133 
6671 516 102 133 
6671 517 102 133 
6671 516 102 131 
6671 516 103 132 
6670 516 101 131 
6672 516 102 131 
6671 518 102 130 
6671 518 101 131 
6672 518 101 129 
6670 518 101 131 
6672 518 101 131 
6671 517 101 134 
6672 516 101 129 
6670 516 101 130 
6671 516 101 131 
6672 518 101 130 
6670 518 101 130 
6671 518 101 130 
6672 518 100 131 
6671 518 101 131 
6672 518 101 129 
6672 521 100 128 
6672 522 99 129 
6671 522 99 129 
6671 520 101 129 
6671 518 101 129 
6672 518 100 130 
6673 516 101 130 
6673 517 100 129 
6673 516 101 130 
6674 516 101 130 
6672 516 101 131 
6670 526 101 131 
6667 560 101 131 
6661 590 102 131 
6656 616 101 131 
6652 618 101 130 
6651 610 101 131 
6650 600 101 131 
6650 590 101 131 
6649 582 102 131 
6650 576 102 130 
6650 568 102 130 
6651 564 101 130 
6653 558 101 130 
6653 554 102 131 
6654 552 101 131 
6656 552 101 131 
6655 550 101 131 
6655 548 101 131 
6655 546 101 131 
6657 544 101 131 
6657 540 101 130 
6658 540 101 130 
6657 539 101 131 
6659 538 101 131 
6658 538 101 131 
6659 536 102 131 
6658 534 102 131 
6658 532 102 130 
6658 530 100 131 
6658 530 101 131 
6658 530 97 131 
6659 530 101 129 
6659 530 103 131 
6660 530 103 131 
6659 530 100 130 
6660 530 101 131 
6660 530 101 130 
6660 530 102 130 
6661 530 100 131 
6660 530 102 130 
6661 530 101 130 
6660 530 101 131 
6662 530 101 131 
6662 530 101 129 
6660 529 101 131 
6661 530 99 132 
6661 530 100 130 
6660 529 101 130 
6660 529 102 130 
6661 528 100 131 
6661 528 101 131 
6661 526 102 132 
6662 526 101 132 
6662 524 101 132 
6662 523 102 131 
6661 523 102 132 
6661 523 102 132 
6661 524 102 132 
6661 524 101 131 
6662 525 101 132 
6662 526 102 132 
6662 527 102 131 
6662 526 102 132 
6661 526 101 132 
6662 526 101 132 
6663 525 102 132 
6662 524 102 133 
6663 524 101 132 
6663 524 102 132 
6664 522 103 132 
6663 522 102 132 
6663 522 102 132 
6664 522 101 132 
6663 520 103 133 
6663 521 104 131 
6663 521 102 131 
6663 522 101 131 
6663 522 100 130 
6664 524 99 131 
6665 524 102 131 
6665 524 101 131 
6665 524 101 130 
6665 524 101 131 
6666 524 102 131 
6666 524 102 131 
6665 522 101 132 
6666 522 102 130 
6667 522 101 132 
6667 522 101 131 
6666 520 101 131 
6667 520 103 133 
6667 518 101 131 
6667 518 103 131 
6666 520 99 131 
6666 518 101 132 
6667 527 103 132 
6666 546 103 133 
6666 560 102 134 
6665 566 102 133 
6665 564 103 133 
6664 558 100 129 
6664 554 99 125 
6660 568 103 133 
../../../../../Makefile.embedded:32: recipe for target 'login' failed
